,Unnamed: 0,Glycan,ID,Immunogenic,Link,species,class,domain,family,genus,kingdom,order,phylum
71,71,Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,GBID2016,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
72,72,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2026,No,N,"Desmodus rotundus, Homo sapiens, Mus musculus, Rattus norvegicus",Mammalia,Eukarya,"Phyllostomidae, Hominidae, Muridae","Desmodus, Homo, Mus, Rattus",Animalia,"Chiroptera, Primates, Rodentia",Chordata
73,73,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2029,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
74,74,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc,GBID2031,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
75,75,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)GalNAc,GBID2042,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
76,76,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2048,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
77,77,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2057,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
78,78,Man(b1-2)Man(b1-2)Man(a1-2)Man(a1-2)Man,GBID2059,No,O,"Candida albicans, Homo sapiens, Komagataella pastoris","Saccharomycetes, Mammalia",Eukarya,"Saccharomycetaceae, Hominidae","Candida, Homo, Komagataella","Fungi, Animalia","Saccharomycetales, Primates","Ascomycota, Chordata"
79,79,NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2085,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
80,80,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2099,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
81,81,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2228,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
82,82,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2245,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
83,83,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc,GBID2268,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
84,84,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2289,No,None,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
85,85,GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2309,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
86,86,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2384,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
87,87,Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,GBID2417,No,O,"Bos taurus, Bufo bufo, Gallus gallus, Homo sapiens, Marburg Virus, Mus musculus, Oryctolagus cuniculus, Rattus norvegicus, Schistosoma mansoni, Sus scrofa","Mammalia, Amphibia, Aves, Monjiviricetes, Trematoda","Eukarya, Virus","Bovidae, Bufonidae, Phasianidae, Hominidae, Filoviridae, Muridae, Leporidae, Schistosomatidae, Suidae","Bos, Bufo, Gallus, Homo, Marburgvirus, Mus, Oryctolagus, Rattus, Schistosoma, Sus","Animalia, Riboviria","Artiodactyla, Anura, Galliformes, Primates, Mononegavirales, Rodentia, Lagomorpha, Diplostomida","Chordata, Negarnaviricota, Platyhelminthes"
88,88,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2439,No,N,"Homo sapiens, Sus scrofa",Mammalia,Eukarya,"Hominidae, Suidae","Homo, Sus",Animalia,"Primates, Artiodactyla",Chordata
89,89,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2458,No,N,"Antheraea pernyi, Apis mellifera, Arabidopsis thaliana, Artemisia vulgaris, Aspergillus niger, Aspergillus oryzae, Astacus leptodactylus, AvianInfluenzaA Virus, Bombyx mori, Bos taurus, Caenorhabditis elegans, Carica papaya, Columbia livia, Cryptococcus neoformans, Fusarium graminearum, Gallus gallus, Glycine max, Herpetomonas pessoai, Homo sapiens, HumanImmunoDeficiency Virus, Kinetoplastids, Leishmania adleri, Leishmania mexicana, Leptomonas samueli, Mamestra brassicae, MinkCellFocusForming Virus, Mus musculus, Nicotiana alata, Oryza sativa, Phaseolus lunatus, Phaseolus vulgaris, Physcomitrella patens, Ricinus communis, Riftia pachyptila, Saccharomyces cerevisiae, Saccharomyces uvarum, Schistosoma mansoni, Schizosaccharomyces pombe, SpleenFocusForming Virus, Spodoptera frugiperda, Strigomonas culicis, Tetronarce californica, Trypanosoma brucei, Trypanosoma conorhini, Trypanosoma cruzi, Trypanosoma dionisii, Yarrowia lipolytica","Sordariomycetes, Insecta, Dicotyledons, Eurotiomycetes, Malacostraca, Insthoviricetes, Mammalia, Chromadorea, Malacostracans, Aves, Saccharomycetes, Kinetoplastea, Virus, Kinetoplastida, Monocotyledons , Bryopsida, Polychaete, Trematoda, Schizosaccharomycetes, Chondrichthyes, Bivalvia","Eukarya, Virus","Hypocreaceae, Saturniidae, Apidae, Brassicaceae, Asteraceae, Trichocomaceae, Astacidae, Orthomyxoviridae, Bombycidae, Bovidae, Rhabditidae, Fabaceae, Caricaceae, Columbidae, Saccharomycetaceae, Nectriaceae, Phasianidae, Trypanosomatidae, Hominidae, Retroviridae, Kinetoplastids, Noctuidae, Muridae, Solanaceae, Poaceae, Funariaceae, Euphorbiaceae, Siboglinidae, Schistosomatidae, Schizosaccharomycetaceae, Torpedinidae, Dipodascaceae","Acremonium, Antheraea, Apis, Arabiopsis, Artemisia, Aspergillus, Astacus, Alphainfluenzavirus, Bombyx, Bos, Caenorhabditis, Carica, Columbia, Cryptococcus, Fusarium, Gallus, Glycine, Herpetomonas, Homo, Lentivirus, Kinetoplastids, Leishmania, Leptomonas, Mamestra, Gammaretrovirus, Mus, Nicotiana, Oryza, Phaseolus, Physcomitrella, Ricinus, Riftia, Saccharomyces, Schistosoma, Schizosaccharomyces, Spodoptera, Strigomonas, Tetronarce, Trypanosoma, Yarrowia","Fungi, Animalia, Plantae, Riboviria, Excavata, Virus","Hypocreales, Lepidoptera, Hymenoptera, Brassicales, Asterales, Eurotiales, Decapoda, Articulavirales, Artiodactyla, Rhabditida, Fabales, Columbiformes, Saccharomycetales, Galliformes, Trypanosomatida, Primates, Ortervirales, Kinetoplastids, Rodentia, Solanales, Poales, Funariales, Malpighiales, Canalipalpata, Diplostomida, Schizosaccharomycetales, Torpediniformes, ","Ascomycota, Arthropoda, Angiosperms, Echinodermata, Negarnaviricota, Chordata, Nematoda, Euglenozoa, Virus, Bryophyta, Annelida, Platyhelminthes, Mollusca"
90,90,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)GalNAc,GBID2460,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
91,91,Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,GBID2468,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
92,92,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,GBID2563,No,O,"Equus caballus, Homo sapiens",Mammalia,Eukarya,"Equidae, Hominidae","Equus, Homo",Animalia,"Perissodactyla, Primates",Chordata
93,93,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc,GBID2594,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
94,94,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2615,No,N,"Bos taurus, Equus caballus, Gallus gallus, Homo sapiens, Mus musculus, Rattus norvegicus, Sus scrofa","Mammalia, Aves",Eukarya,"Bovidae, Equidae, Phasianidae, Hominidae, Muridae, Suidae","Bos, Equus, Gallus, Homo, Mus, Rattus, Sus",Animalia,"Artiodactyla, Perissodactyla, Galliformes, Primates, Rodentia",Chordata
95,95,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2628,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
96,96,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-3)GalNAc,GBID2655,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
97,97,GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2656,No,N,"Homo sapiens, Ovis aries, Sus scrofa",Mammalia,Eukarya,"Hominidae, Bovidae, Suidae","Homo, Ovis, Sus",Animalia,"Primates, Artiodactyla",Chordata
98,98,NeuNAc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc,GBID2662,No,Free,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
99,99,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2737,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
100,100,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,GBID2780,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
101,101,GlcOSA(b1-3)Gal(b1-3)[NeuNAc(a2-6)]Gal(b1-4)Xyl,GBID2794,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
102,102,NeuNAc(a2-3)Man(b1-4)Glc,GBID2802,No,Free,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
103,103,GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2820,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
104,104,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2846,Unknown,None,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
105,105,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2890,No,N,"Bos taurus, Homo sapiens, MurineLeukemia Virus, Mus musculus","Mammalia, Virus","Eukarya, Virus","Bovidae, Hominidae, Retroviridae, Muridae","Bos, Homo, Gammaretrovirus, Mus","Animalia, Virus","Artiodactyla, Primates, Ortervirales, Rodentia","Chordata, Virus"
106,106,Gal(b1-4)GlcNAc(b1-6)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2896,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
107,107,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2906,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
108,108,GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2907,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
109,109,GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,GBID2927,No,O,"Bos taurus, Homo sapiens",Mammalia,Eukarya,"Bovidae, Hominidae","Bos, Homo",Animalia,"Artiodactyla, Primates",Chordata
110,110,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID2938,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
111,111,Man(a1-3)[Man(a1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID2980,Unknown,N,"Arabidopsis thaliana, Bos taurus, Carica papaya, Gallus gallus, Homo sapiens, Nicotiana alata, Rattus norvegicus, Saccharomyces cerevisiae, Saccharomyces uvarum","Dicotyledons, Mammalia, Aves, Saccharomycetes",Eukarya,"Brassicaceae, Bovidae, Caricaceae, Phasianidae, Hominidae, Solanaceae, Muridae, Saccharomycetaceae","Arabiopsis, Bos, Carica, Gallus, Homo, Nicotiana, Rattus, Saccharomyces","Plantae, Animalia, Fungi","Brassicales, Artiodactyla, Galliformes, Primates, Solanales, Rodentia, Saccharomycetales","Angiosperms, Chordata, Ascomycota"
112,112,GlcNAcOS(b1-6)[NeuNAc(a2-6)Gal(b1-3)]GalNAc,GBID3053,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
113,113,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID3059,Unknown,N,"Homo sapiens, MurineRespo Virus","Mammalia, Monjiviricetes","Eukarya, Virus","Hominidae, Paramyxoviridae","Homo, Respirovirus","Animalia, Riboviria","Primates, Mononegavirales","Chordata, Negarnaviricota"
114,114,GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID3081,No,N,"Caenorhabditis elegans, Drosophila melanogaster, Homo sapiens, Lupinus luteus, Synsepalum dulcificum","Chromadorea, Insecta, Mammalia, Dicotyledons",Eukarya,"Rhabditidae, Drosophilidae, Hominidae, Fabaceae, Sapotaceae","Caenorhabditis, Drosophila, Homo, Lupinus, Synsepalum","Animalia, Plantae","Rhabditida, Diptera, Primates, Fabales, Ericales","Nematoda, Arthropoda, Chordata, Angiosperms"
115,115,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID3112,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
116,116,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,GBID3166,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
117,117,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID3186,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
118,118,GlcNAc(b1-4)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID3261,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
119,119,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-3)GalNAc,GBID3283,No,O,"Bufotes viridis, Homo sapiens, Mus musculus, Rana palustris, Rhinella arenarum","Amphibia, Mammalia",Eukarya,"Bufonidae, Hominidae, Muridae, Ranidae","Bufotes, Homo, Mus, Rana, Rhinella",Animalia,"Anura, Primates, Rodentia",Chordata
120,120,Fuc(a1-3)[GalOS(b1-4)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]GalNAc,GBID3285,No,None,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
121,121,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,GBID3292,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
122,122,NeuNAc(a2-3)Gal(b1-4)Glc,GBID3308,No,Free,"Escherichia coli, Helicobacter pylori, Homo sapiens","Gammaproteobacteria, Epsilonproteobacteria, Mammalia","Bacteria, Eukarya","Enterobacteriaceae, Helicobacteraceae, Hominidae","Escherichia, Helicobacter, Homo","Bacteria, Animalia","Enterobacterales, Campylobacterales, Primates","Proteobacteria, Chordata"
123,123,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,GBID3359,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
124,124,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID3367,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
125,125,Man(a1-2)Man(a1-2)Man(a1-2)Man,GBID3369,No,O,"Candida albicans, Candida glabrata, Candida parapsilosis, Candida tropicalis, Cyberlindnera jadinii, Homo sapiens, Lachancea kluyveri, Leishmania mexicana, Neurospora crassa, Schizosaccharomyces pombe, Yarrowia lipolytica","Saccharomycetes, Lecanoromycetes, Mammalia, Kinetoplastida, Sordariomycetes, Lichinomycetes, Schizosaccharomycetes",Eukarya,"Saccharomycetaceae, Hominidae, Trypanosomatidae, Sordariaceae, Schizosaccharomycetaceae, Dipodascaceae","Candida, Cyberlindnera, Homo, Lachancea, Leishmania, Neurospora, Schizosaccharomyces, Yarrowia","Fungi, Animalia, Excavata","Saccharomycetales, Lecanorales, Primates, Trypanosomatida, Sordariales, Lichinales, Schizosaccharomycetales","Ascomycota, Chordata, Euglenozoa"
126,126,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,GBID3388,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
127,127,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,GBID3399,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
128,128,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID3408,No,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
129,129,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,GBID3415,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
130,130,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID3479,No,None,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
131,131,Gal(b1-4)GlcNAc(b1-4)[GalNAc(b1-4)GlcNAc(b1-2)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID3488,Unknown,N,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
132,132,GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,GBID3541,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
133,133,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,GBID3575,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
134,134,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc,GBID3585,No,Free,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
135,135,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID3603,No,None,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
136,136,GalNAc(a1-3)[NeuNAc(a2-6)]GalNAc,GBID3618,No,O,"Bos taurus, Homo sapiens",Mammalia,Eukarya,"Bovidae, Hominidae","Bos, Homo",Animalia,"Artiodactyla, Primates",Chordata
137,137,Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,GBID3746,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
138,138,NeuNAc(a2-3)Gal(b1-4)GlcNAcOS(b1-6)[Gal(b1-3)]GalNAc,GBID3763,No,O,Homo sapiens,Mammalia,Eukarya,Hominidae,Homo,Animalia,Primates,Chordata
139,139,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID3801,No,N,"Gallus gallus, Homo sapiens, Tetronarce californica","Aves, Mammalia, Chondrichthyes",Eukarya,"Phasianidae, Hominidae, Torpedinidae","Gallus, Homo, Tetronarce",Animalia,"Galliformes, Primates, Torpediniformes",Chordata
140,140,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID3804,No,N,"Gallus gallus, Homo sapiens","Aves, Mammalia",Eukarya,"Phasianidae, Hominidae","Gallus, Homo",Animalia,"Galliformes, Primates",Chordata
